time,Temp1,Temp2,Temp3,dates
0,16.867297393411537,16.727275519162855,16.58741263478877,2022-04-21 14:10:00
600,16.877233422127823,16.730440267935723,16.589682110891413,2022-04-21 14:20:00
1200,16.897920892583322,16.734867787529097,16.59295368554529,2022-04-21 14:30:00
1800,16.93086423927593,16.740463414856738,16.596737483202237,2022-04-21 14:40:00
2400,16.976001422758937,16.747576344081665,16.600878615196592,2022-04-21 14:50:00
3000,17.032419925142456,16.756651994521594,16.60534796851315,2022-04-21 15:00:00
3600,17.09890904400288,16.76811536882135,16.6101781858253,2022-04-21 15:10:00
4200,17.174234051942104,16.782322481168702,16.615438881459813,2022-04-21 15:20:00
4800,17.257245782388818,16.799544052720957,16.62122295931745,2022-04-21 15:30:00
5400,17.346911688767275,16.81996624669311,16.627636902728163,2022-04-21 15:40:00
6000,17.44231418535753,16.843699526267926,16.634793197652858,2022-04-21 15:50:00
6600,17.54263755572491,16.870790396786152,16.642804397870293,2022-04-21 16:00:00
7200,17.647152462836132,16.901233226326863,16.65177863283948,2022-04-21 16:10:00
7800,17.755201510553732,16.934980848201754,16.66181638065358,2022-04-21 16:20:00
8400,17.866186913857717,16.971953502357323,16.673008305409375,2022-04-21 16:30:00
9000,17.979560377565214,17.012046107239627,16.685433949171777,2022-04-21 16:40:00
9600,18.094814944339085,17.055134044893443,16.699161080134864,2022-04-21 16:50:00
10200,18.211478488215025,17.10107770274755,16.71424552363517,2022-04-21 17:00:00
10800,18.32910854272788,17.14972601380532,16.730731333226665,2022-04-21 17:10:00
11400,18.447288196809108,17.200919208253865,16.748651189685845,2022-04-21 17:20:00
12000,18.565622840255447,17.254490953536767,16.76802694308457,2022-04-21 17:30:00
12600,18.683737584638394,17.310270024934493,16.788870235847803,2022-04-21 17:40:00
13200,18.801275221829957,17.368081618104355,16.811183162883136,2022-04-21 17:50:00
13800,18.91789461177453,17.427748389977463,16.83495893873852,2022-04-21 18:00:00
14400,19.033269413924543,17.48909129419757,16.860182552132127,2022-04-21 18:10:00
15000,19.147087094837627,17.55193026176765,16.886831395614017,2022-04-21 18:20:00
15600,19.259048158185355,17.616084765232678,16.914875863675977,2022-04-21 18:30:00
16200,19.368865554480635,17.681374295583094,16.94427991595684,2022-04-21 18:40:00
16800,19.47626423608872,17.747618773859017,16.975001605010785,2022-04-21 18:50:00
17400,19.58098082977361,17.81463891404941,17.006993569434222,2022-04-21 19:00:00
18000,19.682763404348368,17.882256549707535,17.040203494263228,2022-04-21 19:10:00
18600,19.781371314852237,17.950294933696757,17.074574541031836,2022-04-21 19:20:00
19200,19.87657510828316,18.018579017910664,17.110045750104337,2022-04-21 19:30:00
19800,19.968156478253213,18.086935718099923,17.146552418022015,2022-04-21 19:40:00
20400,20.05590825819789,18.155194167675287,17.184026452423517,2022-04-21 19:50:00
21000,20.139634444378807,18.22318596291243,17.22239670699617,2022-04-21 20:00:00
21600,20.219150241477685,18.29074540170369,17.261589298763514,2022-04-21 20:10:00
22200,20.294282124423894,18.357709716917487,17.301527909682623,2022-04-21 20:20:00
22800,20.364867911336855,18.423919305303052,17.342134074358697,2022-04-21 20:30:00
23400,20.430756843040573,18.489217952287877,17.383327455565716,2022-04-21 20:40:00
24000,20.491809665343364,18.553453052910207,17.42502610881548,2022-04-21 20:50:00
24600,20.54789871075107,18.616475828847328,17.467146737324747,2022-04-21 21:00:00
25200,20.59890797685365,18.67814154136629,17.509604938306005,2022-04-21 21:10:00
25800,20.644733198853714,18.73830969992815,17.55231544147745,2022-04-21 21:20:00
26400,20.68528191417548,18.796844266087668,17.595192340534815,2022-04-21 21:30:00
27000,20.72047351729923,18.85361385226505,17.638149318133628,2022-04-21 21:40:00
27600,20.75023930328581,18.90849191498823,17.681099864955165,2022-04-21 21:50:00
28200,20.77452249854164,18.961356942060966,17.723957493133256,2022-04-21 22:00:00
28800,20.793278277703944,19.012092633256685,17.76663594444352,2022-04-21 22:10:00
29400,20.806473765652992,19.06058807400001,17.809049393399885,2022-04-21 22:20:00
30000,20.81408802374614,19.106737901580324,17.851112645488893,2022-04-21 22:30:00
30600,20.81611201956649,19.15044246341449,17.89274133058487,2022-04-21 22:40:00
31200,20.812548579585066,19.191607966955008,17.93385209161164,2022-04-21 22:50:00
31800,20.803412324222474,19.230146620718934,17.97436276850284,2022-04-21 23:00:00
32400,20.788729584972057,19.265976766090823,18.014192577383113,2022-04-21 23:10:00
33000,20.768538303190535,19.299022999501,18.053262284899215,2022-04-21 23:20:00
33600,20.74288791045872,19.32921628452953,18.09149437771316,2022-04-21 23:30:00
34200,20.711839190203065,19.356494053730007,18.1288132269266,2022-04-21 23:40:00
34800,20.675464120743797,19.38080029968085,18.165145247408695,2022-04-21 23:50:00
