time,Temp1,Temp2,Temp3,dates
0,16.867256419410438,16.72727427316867,16.587412606754818,2022-04-21 14:10:00
600,16.875761630140165,16.730390527776297,16.5896793290089,2022-04-21 14:20:00
1200,16.893050718178213,16.734619392503188,16.59294186697329,2022-04-21 14:30:00
1800,16.920821117050085,16.739724759528876,16.59670005478667,2022-04-21 14:40:00
2400,16.959483777934043,16.74591502931019,16.600780424320398,2022-04-21 14:50:00
3000,17.00858865539462,16.753524711362683,16.605127086614498,2022-04-21 15:00:00
3600,17.067285405760046,16.762910264053282,16.60973943699036,2022-04-21 15:10:00
4200,17.13459585938654,16.774400877289757,16.614650145190026,2022-04-21 15:20:00
4800,17.209547208355602,16.788274652291797,16.61991452958065,2022-04-21 15:30:00
5400,17.291227211178406,16.80474984669142,16.625603579053614,2022-04-21 15:40:00
6000,17.378800930946763,16.823984987620808,16.6317984506402,2022-04-21 15:50:00
6600,17.47151029295021,16.846083674387724,16.63858586037171,2022-04-21 16:00:00
7200,17.568666944737608,16.87110138760306,16.64605423510446,2022-04-21 16:10:00
7800,17.669643256125106,16.89905272384841,16.654290590476062,2022-04-21 16:20:00
8400,17.77386353139103,16.92991822031081,16.66337809397223,2022-04-21 16:30:00
9000,17.8807962096834,16.963650396705347,16.673394246706422,2022-04-21 16:40:00
9600,17.98994724904399,17.000178907070087,16.68440959898147,2022-04-21 16:50:00
10200,18.10085464645675,17.039414831939517,16.69648690794724,2022-04-21 17:00:00
10800,18.21308395870423,17.081254204416844,16.709680648428414,2022-04-21 17:10:00
11400,18.326224669836837,17.125580883828256,16.724036796969475,2022-04-21 17:20:00
12000,18.439887260018264,17.172268889515735,16.739592820755778,2022-04-21 17:30:00
12600,18.55370084947756,17.221184296202836,16.756377815301132,2022-04-21 17:40:00
13200,18.66731131150596,17.272186777687317,16.774412746336033,2022-04-21 17:50:00
13800,18.780379767497102,17.325130870953494,16.793710761377124,2022-04-21 18:00:00
14400,18.892581392966473,17.379867019202123,16.81427754493708,2022-04-21 18:10:00
15000,19.00360447704347,17.436242440938962,16.836111698053383,2022-04-21 18:20:00
15600,19.113149688613166,17.49410186242801,16.859205128459408,2022-04-21 18:30:00
16200,19.22092951128952,17.55328814315775,16.883543441489476,2022-04-21 18:40:00
16800,19.32666781621544,17.613642817567065,16.90910632534734,2022-04-21 18:50:00
17400,19.43009954738393,17.6750065712869,16.93586792641871,2022-04-21 19:00:00
18000,19.53097049881192,17.737219666117443,16.963797212176853,2022-04-21 19:10:00
18600,19.62903716623104,17.800122324959997,16.992858320389672,2022-04-21 19:20:00
19200,19.724066659249917,17.863555085240996,17.023010894170795,2022-04-21 19:30:00
19800,19.815836662000855,17.92735912753122,17.05421040308778,2022-04-21 19:40:00
20400,19.904135432379373,17.991376584663346,17.086408450805944,2022-04-21 19:50:00
21000,19.988761831450475,18.055450835011865,17.11955307003439,2022-04-21 20:00:00
21600,20.069525376077,18.119426783224625,17.153589005718228,2022-04-21 20:10:00
22200,20.14624630856388,18.183151130428964,17.188457987342865,2022-04-21 20:20:00
22800,20.218755678330375,18.246472635719865,17.22409899127477,2022-04-21 20:30:00
23400,20.286895431138408,18.30924237001383,17.260448494136636,2022-04-21 20:40:00
