time,Temp1,Temp2,Temp3,dates
0,16.86718588979801,16.727272998260297,16.587412588797406,2022-04-21 14:10:00
600,16.8714096226084,16.728209844955217,16.587778680639083,2022-04-21 14:20:00
1200,16.880738156962764,16.730007995747055,16.58863561052251,2022-04-21 14:30:00
1800,16.896454624422677,16.7324906928927,16.589946738883313,2022-04-21 14:40:00
2400,16.919418387537903,16.73559822867854,16.591637278045962,2022-04-21 14:50:00
3000,16.9499460941949,16.739373682443492,16.593640933164366,2022-04-21 15:00:00
3600,16.98794823166957,16.743925007526656,16.595909630799166,2022-04-21 15:10:00
4200,17.033085620737605,16.74939501374018,16.598412668041835,2022-04-21 15:20:00
4800,17.084886156127848,16.75593986090433,16.60113398944321,2022-04-21 15:30:00
5400,17.142819400990334,16.763714174819217,16.604069649526156,2022-04-21 15:40:00
6000,17.206340115340666,16.7728612785797,16.60722570559749,2022-04-21 15:50:00
6600,17.2749117783962,16.78350731782615,16.61061642978872,2022-04-21 16:00:00
7200,17.348018134376286,16.795758239404364,16.614262726665142,2022-04-21 16:10:00
7800,17.42516792493613,16.80969875827397,16.61819069349063,2022-04-21 16:20:00
8400,17.50589592644921,16.825392629998106,16.62243030165391,2022-04-21 16:30:00
9000,17.589762103876772,16.8428837188841,16.62701419538866,2022-04-21 16:40:00
9600,17.676349903401533,16.8621974999212,16.631976613762532,2022-04-21 16:50:00
10200,17.76526424378041,16.883342750113375,16.637352440042886,2022-04-21 17:00:00
10800,17.856129501387457,16.906313272502345,16.64317637937045,2022-04-21 17:10:00
11400,17.948587634476628,16.93108955860529,16.649482261431263,2022-04-21 17:20:00
12000,18.04229650943912,16.957640337603998,16.65630246114404,2022-04-21 17:30:00
12600,18.13692844715855,16.985923988553314,16.663667427655806,2022-04-21 17:40:00
13200,18.23216898439143,17.01588980942109,16.671605311116096,2022-04-21 17:50:00
13800,18.32771583396608,17.047479147237517,16.680141674195124,2022-04-21 18:00:00
14400,18.42327802315531,17.08062639931144,16.68929927826339,2022-04-21 18:10:00
15000,18.518575188578644,17.11525989817333,16.699097932426266,2022-04-21 18:20:00
15600,18.61333700689542,17.151302693716136,16.709554395589212,2022-04-21 18:30:00
16200,18.707302742233104,17.188673245715623,16.720682322611168,2022-04-21 18:40:00
16800,18.800220893314275,17.227286039000465,16.732492246725318,2022-04-21 18:50:00
17400,18.891848925264114,17.26705213235244,16.744991591492923,2022-04-21 19:00:00
18000,18.981953072983508,17.30787965093394,16.758184706586658,2022-04-21 19:10:00
18600,19.07030820470692,17.349674230758886,16.77207292261782,2022-04-21 19:20:00
19200,19.15669773587175,17.392339422539756,16.78665462103735,2022-04-21 19:30:00
19800,19.240913584764872,17.435777061160007,16.80192531584677,2022-04-21 19:40:00
20400,19.322756162552665,17.479887606061915,16.817877744460947,2022-04-21 19:50:00
21000,19.40203439128322,17.524570456998088,16.834501965572017,2022-04-21 20:00:00
21600,19.478565744295217,17.569724248878856,16.851785462286927,2022-04-21 20:10:00
22200,19.55217630419453,17.615247128803976,16.869713249164917,2022-04-21 20:20:00
22800,19.62270083416717,17.661037017858607,16.88826798206675,2022-04-21 20:30:00
23400,19.68998285893793,17.706991859786154,16.907430069960935,2022-04-21 20:40:00
24000,19.75387475213603,17.753009858264164,16.927177788020806,2022-04-21 20:50:00
24600,19.814237827220097,17.798989704201983,16.94748739149881,2022-04-21 21:00:00
25200,19.87094242946125,17.844830794187892,16.96833322997823,2022-04-21 21:10:00
25800,19.923868026775043,17.89043344099128,16.98968786170096,2022-04-21 21:20:00
26400,19.972903297445175,17.93569907683576,17.011522167738967,2022-04-21 21:30:00
27000,20.017946213019528,17.98053044998944,17.033805465834963,2022-04-21 21:40:00
27600,20.058904114850552,18.024831815086426,17.05650562377538,2022-04-21 21:50:00
28200,20.09569378292582,18.068509117479863,17.07958917219296,2022-04-21 22:00:00
28800,20.128241495802392,18.11147017183352,17.103021416716203,2022-04-21 22:10:00
29400,20.15648308058446,18.153624835077068,17.126766549397043,2022-04-21 22:20:00
30000,20.18036395202365,18.194885173790073,17.150787759357975,2022-04-21 22:30:00
